"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
2456,-1,"Promoters","specific","sequence_2",2,1,"NPOI_2","-",86.3636363636,0.8633540373,223.921,0,223.921,0,0,"False",100,"NPOI_2-sequence_2--","Promoters_r4-specific-2"
2499,-1,"Promoters","specific","sequence_2",3,1,"NPOI_2","-",86.3636363636,0.8633540373,222.899,0,222.899,0,0,"False",100,"NPOI_2-sequence_2--","Promoters_r4-specific-3"
2542,-1,"Promoters","specific","sequence_2",4,1,"NPOI_2","-",85,0.8496240602,225.537,0,225.537,0,0,"False",100,"NPOI_2-sequence_2--","Promoters_r4-specific-4"
2585,-1,"Promoters","specific","sequence_2",5,1,"NPOI_2","-",80,0.8,217.073,0,217.073,0,0,"False",100,"NPOI_2-sequence_2--","Promoters_r4-specific-5"
2457,-1,"Promoters","specific","sequence_3",2,1,"NPOI_3","-",90.9090909091,0.9090909091,223.921,0,223.921,0,0,"False",100,"NPOI_3-sequence_3--","Promoters_r4-specific-2"
2500,-1,"Promoters","specific","sequence_3",3,1,"NPOI_3","-",95.4545454545,0.9544513458,222.899,0,222.899,0,0,"False",100,"NPOI_3-sequence_3--","Promoters_r4-specific-3"
2543,-1,"Promoters","specific","sequence_3",4,1,"NPOI_3","-",90,0.9,225.537,0,225.537,0,0,"False",100,"NPOI_3-sequence_3--","Promoters_r4-specific-4"
2586,-1,"Promoters","specific","sequence_3",5,1,"NPOI_3","-",95,0.9498746867,217.073,0,217.073,0,0,"False",100,"NPOI_3-sequence_3--","Promoters_r4-specific-5"
2458,1659901706,"Promoters","specific","specific",2,1,"RL","NN",100,1,12931,7533.551,20464.551,8316,1151,"False",100,"RL-specific-NN","Promoters_r4-specific-2"
2459,1659901706,"Promoters","specific","specific",2,1,"RL","RF",95.4545454545,0.955,12931,1927.123,14858.123,8316,1151,"False",100,"RL-specific-RF","Promoters_r4-specific-2"
2501,1659901732,"Promoters","specific","specific",3,1,"RL","NN",95.454543829,0.9545453787,13132,7461.857,20593.857,8316,1161,"False",100,"RL-specific-NN","Promoters_r4-specific-3"
2502,1659901732,"Promoters","specific","specific",3,1,"RL","RF",90.9090909091,0.91,13132,1905.594,15037.594,8316,1161,"False",100,"RL-specific-RF","Promoters_r4-specific-3"
2544,1659901759,"Promoters","specific","specific",4,1,"RL","NN",85.0000023842,0.8499999642,14065,7366.192,21431.192,8514,1145,"False",100,"RL-specific-NN","Promoters_r4-specific-4"
2545,1659901759,"Promoters","specific","specific",4,1,"RL","RF",80,0.8,14065,1761.41,15826.41,8514,1145,"False",100,"RL-specific-RF","Promoters_r4-specific-4"
2587,1659901785,"Promoters","specific","specific",5,1,"RL","NN",100,1,13131,7446.747,20577.747,8514,1215,"False",100,"RL-specific-NN","Promoters_r4-specific-5"
2588,1659901785,"Promoters","specific","specific",5,1,"RL","RF",100,1,13131,1794.091,14925.091,8514,1215,"False",100,"RL-specific-RF","Promoters_r4-specific-5"
2475,1671049842.68253,"Promoters","specific","specific",2,1,"TRF","-",95.4545454545,0.9544513458,3835699.765,3835699.765,3835699.765,0,0,"False",0,"TRF-specific--","Promoters_r4-specific-2"
2518,1671053706.62888,"Promoters","specific","specific",3,1,"TRF","-",100,1,3846458.469,3846458.469,3846458.469,0,0,"False",0,"TRF-specific--","Promoters_r4-specific-3"
2561,1671057563.64545,"Promoters","specific","specific",4,1,"TRF","-",100,1,3854392.899,3854392.899,3854392.899,0,0,"False",0,"TRF-specific--","Promoters_r4-specific-4"
2604,1671061430.41814,"Promoters","specific","specific",5,1,"TRF","-",100,1,3864113.106,3864113.106,3864113.106,0,0,"False",0,"TRF-specific--","Promoters_r4-specific-5"
2476,1671069057.90911,"Promoters","specific","specific",2,1,"TXGB","-",98.6363636364,0.9863354037,4558480.552,4558480.552,4558480.552,0,0,"False",0,"TXGB-specific--","Promoters_r4-specific-2"
2519,1671079690.68275,"Promoters","specific","specific",3,1,"TXGB","-",95.4545454545,0.9544513458,10625990.53,10625990.53,10625990.53,0,0,"False",0,"TXGB-specific--","Promoters_r4-specific-3"
2562,1671080793.46485,"Promoters","specific","specific",4,1,"TXGB","-",100,1,1100062.044,1100062.044,1100062.044,0,0,"False",0,"TXGB-specific--","Promoters_r4-specific-4"
2605,1671087704.13239,"Promoters","specific","specific",5,1,"TXGB","-",100,1,6904683.114,6904683.114,6904683.114,0,0,"False",0,"TXGB-specific--","Promoters_r4-specific-5"
2477,1659901617,"Promoters","specific","specific",2,1,"U","NN",77.2727251053,0.7727271914,15511,7784.996,23295.996,23211,4788,"False",100,"U-specific-NN","Promoters_r4-specific-2"
2478,1659901617,"Promoters","specific","specific",2,1,"U","RF",86.3636363636,0.86,15511,2029.62,17540.62,23211,4788,"False",100,"U-specific-RF","Promoters_r4-specific-2"
2520,1659901648,"Promoters","specific","specific",3,1,"U","NN",59.0909063816,0.5909090042,16047,7921.59,23968.59,22687,4788,"False",100,"U-specific-NN","Promoters_r4-specific-3"
2521,1659901648,"Promoters","specific","specific",3,1,"U","RF",72.7272727273,0.725,16047,2006.633,18053.633,22687,4788,"False",100,"U-specific-RF","Promoters_r4-specific-3"
2563,1659901679,"Promoters","specific","specific",4,1,"U","NN",75,0.7499999404,16666,7881.889,24547.889,24865,4902,"False",100,"U-specific-NN","Promoters_r4-specific-4"
2564,1659901679,"Promoters","specific","specific",4,1,"U","RF",75,0.745,16666,1869.016,18535.016,24865,4902,"False",100,"U-specific-RF","Promoters_r4-specific-4"
2606,1659901239,"Promoters","specific","specific",5,1,"U","NN",80.0000011921,0.8000000119,15139,7638.611,22777.611,24644,4902,"False",100,"U-specific-NN","Promoters_r4-specific-5"
2607,1659901239,"Promoters","specific","specific",5,1,"U","RF",85,0.85,15139,1802.29,16941.29,24644,4902,"False",100,"U-specific-RF","Promoters_r4-specific-5"
2608,1671135805.25632,"SJGS","specific","specific",1,1,"DEEPEST","-",52.1283255086,0.2487046563,11151847.566,11151847.566,11151847.566,0,0,"False",100,"DEEPEST-specific--","SJGS-specific-1"
2609,1648661841,"SJGS","specific","specific",1,1,"HL","NN",50.7042229176,0.5343105197,6126625,156423.264,6283048.264,1354581,130391,"False",100,"HL-specific-NN","SJGS-specific-1"
2610,1648661841,"SJGS","specific","specific",1,1,"HL","RF",54.1471048513,0.48,6126625,46731.039,6173356.039,1354581,130391,"False",100,"HL-specific-RF","SJGS-specific-1"
2615,1648669833,"SJGS","specific","specific",1,1,"HpL","NN",55.3990602493,0.4978077412,3562544,44901.641,3607445.641,241188,33061,"False",100,"HpL-specific-NN","SJGS-specific-1"
2616,1648669833,"SJGS","specific","specific",1,1,"HpL","RF",61.3458528951,0.5766666667,3562544,3580.983,3566124.983,241188,33061,"False",100,"HpL-specific-RF","SJGS-specific-1"
2617,1648688813,"SJGS","specific","specific",1,1,"HpTR50L","NN",59.3114256859,0.6043913364,4829443,48915.083,4878358.083,392235,39909,"False",100,"HpTR50L-specific-NN","SJGS-specific-1"
2618,1648688813,"SJGS","specific","specific",1,1,"HpTR50L","RF",64.7887323944,0.61,4829443,3495.421,4832938.421,392235,39909,"False",100,"HpTR50L-specific-RF","SJGS-specific-1"
2619,1648704747,"SJGS","specific","specific",1,1,"HpTR75L","NN",58.9984357357,0.6163113117,3688639,47769.618,3736408.618,256833,38887,"False",100,"HpTR75L-specific-NN","SJGS-specific-1"
2620,1648704747,"SJGS","specific","specific",1,1,"HpTR75L","RF",65.7276995305,0.61,3688639,3619.74,3692258.74,256833,38887,"False",100,"HpTR75L-specific-RF","SJGS-specific-1"
2611,1648680161,"SJGS","specific","specific",1,1,"HTR50L","NN",57.746475935,0.6076993942,9966729,151271.873,10118000.873,1354581,127476,"False",100,"HTR50L-specific-NN","SJGS-specific-1"
2612,1648680161,"SJGS","specific","specific",1,1,"HTR50L","RF",62.2848200313,0.5933333333,9966729,10094.043,9976823.043,1354581,127476,"False",100,"HTR50L-specific-RF","SJGS-specific-1"
2613,1648696960,"SJGS","specific","specific",1,1,"HTR75L","NN",57.4334919453,0.5421405435,7693355,154901.016,7848256.016,1354581,127476,"False",100,"HTR75L-specific-NN","SJGS-specific-1"
2614,1648696960,"SJGS","specific","specific",1,1,"HTR75L","RF",62.2848200313,0.5933333333,7693355,10773.148,7704128.148,1354581,127476,"False",100,"HTR75L-specific-RF","SJGS-specific-1"
2625,-1,"SJGS","specific","specific",1,1,"MARC","-",43.3489827856,0.3633572395,160300,160300,160300,0,0,"False",100,"MARC-specific--","SJGS-specific-1"
2626,1644166779,"SJGS","specific","specific",1,1,"MML","NN",63.0672931671,0.6408711672,14892529,283982.266,15176511.266,2640285,126574,"False",100,"MML-specific-NN","SJGS-specific-1"
2627,1644166779,"SJGS","specific","specific",1,1,"MML","RF",66.9796557121,0.64,14892529,14719.817,14907248.817,2640285,126574,"False",100,"MML-specific-RF","SJGS-specific-1"
2628,1644229025,"SJGS","specific","specific",1,1,"MMpL","NN",51.9561827183,0.5057752132,4590396,57243.907,4647639.907,141354,11312,"False",100,"MMpL-specific-NN","SJGS-specific-1"
2629,1644229025,"SJGS","specific","specific",1,1,"MMpL","RF",52.269170579,0.4666666667,4590396,9125.262,4599521.262,141354,11312,"False",100,"MMpL-specific-RF","SJGS-specific-1"
2630,-1,"SJGS","specific","sequence_1",1,1,"NPOI_1","-",53.9906103286,0.4367827888,6890.742,6099.126,12989.868,0,0,"False",100,"NPOI_1-sequence_1--","SJGS-specific-1"
2631,-1,"SJGS","specific","sequence_1_2_3",1,1,"NPOI_1_2_3","-",62.441314554,0.5855864803,6890.742,14677.286,21568.028,0,0,"False",100,"NPOI_1_2_3-sequence_1_2_3--","SJGS-specific-1"
2632,-1,"SJGS","specific","sequence_2",1,1,"NPOI_2","-",57.1205007825,0.5096466388,6890.742,8994.385,15885.127,0,0,"False",100,"NPOI_2-sequence_2--","SJGS-specific-1"
2633,-1,"SJGS","specific","sequence_3",1,1,"NPOI_3","-",63.2237871674,0.586678439,6890.742,8239.458,15130.2,0,0,"False",100,"NPOI_3-sequence_3--","SJGS-specific-1"
2634,1644191293,"SJGS","specific","specific",1,1,"RL","NN",51.6431927681,0.4865251184,6183752,87799.661,6271551.661,265304,37432,"False",100,"RL-specific-NN","SJGS-specific-1"
2635,1644191293,"SJGS","specific","specific",1,1,"RL","RF",50.7042253521,0.3333333333,6183752,15117.695,6198869.695,265304,37432,"False",100,"RL-specific-RF","SJGS-specific-1"
2636,1644308889,"SJGS","specific","specific",1,1,"SML","NN",62.1283233166,0.6048508883,79794286,25445.229,79819731.229,2638725,126522,"False",100,"SML-specific-NN","SJGS-specific-1"
2637,1644308889,"SJGS","specific","specific",1,1,"SML","RF",60.8763693271,0.5833333333,79794286,2937.954,79797223.954,2638725,126522,"False",100,"SML-specific-RF","SJGS-specific-1"
2638,1644383905,"SJGS","specific","specific",1,1,"SMLD2","NN",62.4413132668,0.6081233621,75000652,26114.517,75026766.517,1759150,126522,"False",100,"SMLD2-specific-NN","SJGS-specific-1"
2639,1644383905,"SJGS","specific","specific",1,1,"SMLD2","RF",61.5023474178,0.59,75000652,2880.739,75003532.739,1759150,126522,"False",100,"SMLD2-specific-RF","SJGS-specific-1"
2655,1671097242.46085,"SJGS","specific","specific",1,1,"TRF","-",94.4444444444,0.9371612615,5093656.332,5093656.332,5093656.332,0,0,"False",0,"TRF-specific--","SJGS-specific-1"
2656,1671121413.783,"SJGS","specific","specific",1,1,"TXGB","-",95.3208137715,0.9476327792,3550738.199,3550738.199,3550738.199,0,0,"False",0,"TXGB-specific--","SJGS-specific-1"
2657,1659913086,"SJGS","specific","specific",1,1,"U","NN",63.6932730675,0.6484809518,10551276,168770.594,10720046.594,723457,153056,"False",100,"U-specific-NN","SJGS-specific-1"
2658,1659913086,"SJGS","specific","specific",1,1,"U","RF",66.9796557121,0.64,10551276,7507.993,10558783.993,723457,153056,"False",100,"U-specific-RF","SJGS-specific-1"
2659,1671147423.4193,"SJGS","specific","specific",2,1,"DEEPEST","-",52.4256651017,0.2539554492,11614477.637,11614477.637,11614477.637,0,0,"False",100,"DEEPEST-specific--","SJGS_r4-specific-2"
2675,1671158731.44412,"SJGS","specific","specific",3,1,"DEEPEST","-",52.2570532915,0.2833809899,11304690.113,11304690.113,11304690.113,0,0,"False",100,"DEEPEST-specific--","SJGS_r4-specific-3"
2691,1671169848.64214,"SJGS","specific","specific",4,1,"DEEPEST","-",51.8838304553,0.2339540561,11113649.541,11113649.541,11113649.541,0,0,"False",100,"DEEPEST-specific--","SJGS_r4-specific-4"
2707,1671181884.51241,"SJGS","specific","specific",5,1,"DEEPEST","-",52.6216640502,0.2728406211,12032473.355,12032473.355,12032473.355,0,0,"False",100,"DEEPEST-specific--","SJGS_r4-specific-5"
2660,1671335712,"SJGS","specific","specific",2,1,"HpL","NN",68.8575923443,0.7008311749,8004844,65571.391,8070415.391,620623,42030,"False",100,"HpL-specific-NN","SJGS_r4-specific-2"
2661,1671335712,"SJGS","specific","specific",2,1,"HpL","RF",73.082942097,0.7050980595,8004844,3675.655,8008519.655,620623,42030,"False",100,"HpL-specific-RF","SJGS_r4-specific-2"
2676,1671344388,"SJGS","specific","specific",3,1,"HpL","NN",74.6081531048,0.7480016947,8182085,64204.013,8246289.013,620809,42102,"False",100,"HpL-specific-NN","SJGS_r4-specific-3"
2677,1671344388,"SJGS","specific","specific",3,1,"HpL","RF",75.3918495298,0.7257348127,8182085,3707.52,8185792.52,620809,42102,"False",100,"HpL-specific-RF","SJGS_r4-specific-3"
2692,1671353273,"SJGS","specific","specific",4,1,"HpL","NN",71.8995273113,0.7299721241,8405748,57685.975,8463433.975,621174,42145,"False",100,"HpL-specific-NN","SJGS_r4-specific-4"
2693,1671353273,"SJGS","specific","specific",4,1,"HpL","RF",77.2370486656,0.7515325057,8405748,3677.222,8409425.222,621174,42145,"False",100,"HpL-specific-RF","SJGS_r4-specific-4"
2708,1671361937,"SJGS","specific","specific",5,1,"HpL","NN",72.0565140247,0.7474016547,8206699,56732.948,8263431.948,620986,42082,"False",100,"HpL-specific-NN","SJGS_r4-specific-5"
2709,1671361937,"SJGS","specific","specific",5,1,"HpL","RF",74.568288854,0.7255350134,8206699,3313.913,8210012.913,620986,42082,"False",100,"HpL-specific-RF","SJGS_r4-specific-5"
2662,1671494154,"SJGS","specific","specific",2,1,"HpTR50L","NN",68.8575923443,0.6905187368,8277810,63330.47,8341140.47,634510,43379,"False",100,"HpTR50L-specific-NN","SJGS_r4-specific-2"
2663,1671494154,"SJGS","specific","specific",2,1,"HpTR50L","RF",72.4569640063,0.6989025218,8277810,3548.777,8281358.777,634510,43379,"False",100,"HpTR50L-specific-RF","SJGS_r4-specific-2"
2678,1671502855,"SJGS","specific","specific",3,1,"HpTR50L","NN",74.1379320621,0.7523656487,8213321,64413.193,8277734.193,634745,43427,"False",100,"HpTR50L-specific-NN","SJGS_r4-specific-3"
2679,1671502855,"SJGS","specific","specific",3,1,"HpTR50L","RF",74.7648902821,0.7179479596,8213321,3692.095,8217013.095,634745,43427,"False",100,"HpTR50L-specific-RF","SJGS_r4-specific-3"
2694,1671511628,"SJGS","specific","specific",4,1,"HpTR50L","NN",73.1554150581,0.7453027368,8300963,63417.347,8364380.347,634910,43490,"False",100,"HpTR50L-specific-NN","SJGS_r4-specific-4"
2695,1671511628,"SJGS","specific","specific",4,1,"HpTR50L","RF",78.4929356358,0.761822372,8300963,3659.582,8304622.582,634910,43490,"False",100,"HpTR50L-specific-RF","SJGS_r4-specific-4"
2710,1671520293,"SJGS","specific","specific",5,1,"HpTR50L","NN",72.0565140247,0.7502530813,8195932,64145.57,8260077.57,634961,43426,"False",100,"HpTR50L-specific-NN","SJGS_r4-specific-5"
2711,1671520293,"SJGS","specific","specific",5,1,"HpTR50L","RF",74.2543171115,0.7213876994,8195932,3759.934,8199691.934,634961,43426,"False",100,"HpTR50L-specific-RF","SJGS_r4-specific-5"
2664,-1,"SJGS","specific","specific",2,1,"MARC","-",48.8262910798,0.3632803114,195456,195456,195456,0,0,"False",100,"MARC-specific--","SJGS_r4-specific-2"
2680,-1,"SJGS","specific","specific",3,1,"MARC","-",42.9467084639,0.3078849133,173245,173245,173245,0,0,"False",100,"MARC-specific--","SJGS_r4-specific-3"
2696,-1,"SJGS","specific","specific",4,1,"MARC","-",45.5259026688,0.3159251415,174433,174433,174433,0,0,"False",100,"MARC-specific--","SJGS_r4-specific-4"
2712,-1,"SJGS","specific","specific",5,1,"MARC","-",46.7817896389,0.3664866564,173147,173147,173147,0,0,"False",100,"MARC-specific--","SJGS_r4-specific-5"
2665,-1,"SJGS","specific","sequence_1",2,1,"NPOI_1","-",54.1471048513,0.4409297685,6424.277,0,6424.277,0,0,"False",100,"NPOI_1-sequence_1--","SJGS_r4-specific-2"
2681,-1,"SJGS","specific","sequence_1",3,1,"NPOI_1","-",53.7617554859,0.4234481181,6351.135,0,6351.135,0,0,"False",100,"NPOI_1-sequence_1--","SJGS_r4-specific-3"
2697,-1,"SJGS","specific","sequence_1",4,1,"NPOI_1","-",54.9450549451,0.437001792,6758.039,0,6758.039,0,0,"False",100,"NPOI_1-sequence_1--","SJGS_r4-specific-4"
2713,-1,"SJGS","specific","sequence_1",5,1,"NPOI_1","-",55.1020408163,0.4551514606,6260.309,0,6260.309,0,0,"False",100,"NPOI_1-sequence_1--","SJGS_r4-specific-5"
2666,-1,"SJGS","specific","sequence_1_2_3",2,1,"NPOI_1_2_3","-",62.1283255086,0.5908767581,6424.277,0,6424.277,0,0,"False",100,"NPOI_1_2_3-sequence_1_2_3--","SJGS_r4-specific-2"
2682,-1,"SJGS","specific","sequence_1_2_3",3,1,"NPOI_1_2_3","-",64.4200626959,0.5968550956,6351.135,0,6351.135,0,0,"False",100,"NPOI_1_2_3-sequence_1_2_3--","SJGS_r4-specific-3"
2698,-1,"SJGS","specific","sequence_1_2_3",4,1,"NPOI_1_2_3","-",62.1664050235,0.5666277686,6758.039,0,6758.039,0,0,"False",100,"NPOI_1_2_3-sequence_1_2_3--","SJGS_r4-specific-4"
2714,-1,"SJGS","specific","sequence_1_2_3",5,1,"NPOI_1_2_3","-",61.852433281,0.575962448,6260.309,0,6260.309,0,0,"False",100,"NPOI_1_2_3-sequence_1_2_3--","SJGS_r4-specific-5"
2667,-1,"SJGS","specific","sequence_2",2,1,"NPOI_2","-",58.2159624413,0.5269630748,6424.277,0,6424.277,0,0,"False",100,"NPOI_2-sequence_2--","SJGS_r4-specific-2"
2683,-1,"SJGS","specific","sequence_2",3,1,"NPOI_2","-",55.329153605,0.4707547969,6351.135,0,6351.135,0,0,"False",100,"NPOI_2-sequence_2--","SJGS_r4-specific-3"
2699,-1,"SJGS","specific","sequence_2",4,1,"NPOI_2","-",56.9858712716,0.4917813832,6758.039,0,6758.039,0,0,"False",100,"NPOI_2-sequence_2--","SJGS_r4-specific-4"
2715,-1,"SJGS","specific","sequence_2",5,1,"NPOI_2","-",57.1428571429,0.4886183487,6260.309,0,6260.309,0,0,"False",100,"NPOI_2-sequence_2--","SJGS_r4-specific-5"
2668,-1,"SJGS","specific","sequence_3",2,1,"NPOI_3","-",61.6588419405,0.5781487353,6424.277,0,6424.277,0,0,"False",100,"NPOI_3-sequence_3--","SJGS_r4-specific-2"
2684,-1,"SJGS","specific","sequence_3",3,1,"NPOI_3","-",61.9122257053,0.5674840834,6351.135,0,6351.135,0,0,"False",100,"NPOI_3-sequence_3--","SJGS_r4-specific-3"
2700,-1,"SJGS","specific","sequence_3",4,1,"NPOI_3","-",63.2653061224,0.5815835002,6758.039,0,6758.039,0,0,"False",100,"NPOI_3-sequence_3--","SJGS_r4-specific-4"
2716,-1,"SJGS","specific","sequence_3",5,1,"NPOI_3","-",59.4976452119,0.5556049962,6260.309,0,6260.309,0,0,"False",100,"NPOI_3-sequence_3--","SJGS_r4-specific-5"
2669,1671175747,"SJGS","specific","specific",2,1,"RL","NN",67.7621304989,0.6604142785,4660663,43660.377,4704323.377,265304,37505,"False",100,"RL-specific-NN","SJGS_r4-specific-2"
2670,1671175747,"SJGS","specific","specific",2,1,"RL","RF",73.8654147105,0.7049635172,4660663,3317.371,4663980.371,265304,37505,"False",100,"RL-specific-RF","SJGS_r4-specific-2"
2685,1671180672,"SJGS","specific","specific",3,1,"RL","NN",73.9811897278,0.7319507599,4503989,42625.712,4546614.712,265408,37534,"False",100,"RL-specific-NN","SJGS_r4-specific-3"
2686,1671180672,"SJGS","specific","specific",3,1,"RL","RF",75.7053291536,0.7239802345,4503989,3286.6,4507275.6,265408,37534,"False",100,"RL-specific-RF","SJGS_r4-specific-3"
2701,1671185625,"SJGS","specific","specific",4,1,"RL","NN",70.6436395645,0.7344887853,4545245,44794.651,4590039.651,265512,37575,"False",100,"RL-specific-NN","SJGS_r4-specific-4"
2702,1671185625,"SJGS","specific","specific",4,1,"RL","RF",75.3532182104,0.7209424437,4545245,3573.988,4548818.988,265512,37575,"False",100,"RL-specific-RF","SJGS_r4-specific-4"
2717,1671190573,"SJGS","specific","specific",5,1,"RL","NN",70.9576129913,0.7416621447,4538195,40599.69,4578794.69,265512,37458,"False",100,"RL-specific-NN","SJGS_r4-specific-5"
2718,1671190573,"SJGS","specific","specific",5,1,"RL","RF",73.3124018838,0.7057461339,4538195,3488.418,4541683.418,265512,37458,"False",100,"RL-specific-RF","SJGS_r4-specific-5"
2671,1671102385.45065,"SJGS","specific","specific",2,1,"TRF","-",94.06885759,0.9318542982,5139321.804,5139321.804,5139321.804,0,0,"False",0,"TRF-specific--","SJGS_r4-specific-2"
2687,1671107555.42254,"SJGS","specific","specific",3,1,"TRF","-",95.6269592476,0.9520157493,5167064.658,5167064.658,5167064.658,0,0,"False",0,"TRF-specific--","SJGS_r4-specific-3"
2703,1671112706.01796,"SJGS","specific","specific",4,1,"TRF","-",95.7613814757,0.9533561463,5147263.201,5147263.201,5147263.201,0,0,"False",0,"TRF-specific--","SJGS_r4-specific-4"
2719,1671117860.05955,"SJGS","specific","specific",5,1,"TRF","-",96.4050235479,0.9615099948,5151219.405,5151219.405,5151219.405,0,0,"False",0,"TRF-specific--","SJGS_r4-specific-5"
2672,1671122253.89231,"SJGS","specific","specific",2,1,"TXGB","-",93.9906103286,0.9312867047,837062.921,837062.921,837062.921,0,0,"False",0,"TXGB-specific--","SJGS_r4-specific-2"
2688,1671123040.4848,"SJGS","specific","specific",3,1,"TXGB","-",96.9905956113,0.9667665844,783567.98,783567.98,783567.98,0,0,"False",0,"TXGB-specific--","SJGS_r4-specific-3"
2704,1671123867.32214,"SJGS","specific","specific",4,1,"TXGB","-",95.9654631083,0.9549343061,823865.388,823865.388,823865.388,0,0,"False",0,"TXGB-specific--","SJGS_r4-specific-4"
2720,1671124649.3012,"SJGS","specific","specific",5,1,"TXGB","-",96.3108320251,0.9597051115,779099.015,779099.015,779099.015,0,0,"False",0,"TXGB-specific--","SJGS_r4-specific-5"
2673,1659928872,"SJGS","specific","specific",2,1,"U","NN",60.7198774815,0.6391003132,10538857,179309.778,10718166.778,723849,153058,"False",100,"U-specific-NN","SJGS_r4-specific-2"
2674,1659928872,"SJGS","specific","specific",2,1,"U","RF",64.475743349,0.6233333333,10538857,7298.892,10546155.892,723849,153058,"False",100,"U-specific-RF","SJGS_r4-specific-2"
2689,1659944495,"SJGS","specific","specific",3,1,"U","NN",66.457682848,0.6337331533,10729078,164300.578,10893378.578,732943,153118,"False",100,"U-specific-NN","SJGS_r4-specific-3"
2690,1659944495,"SJGS","specific","specific",3,1,"U","RF",69.7492163009,0.67,10729078,6146.32,10735224.32,732943,153118,"False",100,"U-specific-RF","SJGS_r4-specific-3"
2705,1659959836,"SJGS","specific","specific",4,1,"U","NN",65.4631078243,0.6702119708,10712757,169561.886,10882318.886,731232,153176,"False",100,"U-specific-NN","SJGS_r4-specific-4"
2706,1659959836,"SJGS","specific","specific",4,1,"U","RF",68.759811617,0.6566666667,10712757,6809.714,10719566.714,731232,153176,"False",100,"U-specific-RF","SJGS_r4-specific-4"
2721,1659975074,"SJGS","specific","specific",5,1,"U","NN",63.7362658978,0.6734238267,10587064,167212.982,10754276.982,724300,153176,"False",100,"U-specific-NN","SJGS_r4-specific-5"
2722,1659975074,"SJGS","specific","specific",5,1,"U","RF",68.2888540031,0.65,10587064,6919.807,10593983.807,724300,153176,"False",100,"U-specific-RF","SJGS_r4-specific-5"
2723,1671079002.39159,"Vehicles","specific","specific",1,1,"DEEPEST","-",72.8571428571,0.5261500222,42126817.099,42126817.099,42126817.099,0,0,"False",100,"DEEPEST-specific--","Vehicles-specific-1"
2724,1660072299,"Vehicles","specific","specific",1,1,"Dodge","NN",92.2077894211,0.9220778346,4215,9181.224,13396.224,0,0,"False",100,"Dodge-specific-NN","Vehicles-specific-1"
2725,1660072299,"Vehicles","specific","specific",1,1,"Dodge","RF",94.8051948052,0.93,4215,2204.071,6419.071,0,0,"False",100,"Dodge-specific-RF","Vehicles-specific-1"
2726,1660060502,"Vehicles","specific","specific",1,1,"HL","NN",97.4025964737,0.9740259051,7956769,12062.591,7968831.591,715497,19814,"False",100,"HL-specific-NN","Vehicles-specific-1"
2727,1660060502,"Vehicles","specific","specific",1,1,"HL","RF",98.7012987013,0.985,7956769,2180.381,7958949.381,715497,19814,"False",100,"HL-specific-RF","Vehicles-specific-1"
2732,1660062885,"Vehicles","specific","specific",1,1,"HpL","NN",98.7012982368,0.9870129228,2347221,12569.093,2359790.093,69661,21223,"False",100,"HpL-specific-NN","Vehicles-specific-1"
2733,1660062885,"Vehicles","specific","specific",1,1,"HpL","RF",98.7012987013,0.985,2347221,2032.594,2349253.594,69661,21223,"False",100,"HpL-specific-RF","Vehicles-specific-1"
2734,1661836606,"Vehicles","specific","specific",1,1,"HpTR50L","NN",100,1,4622871,12942.499,4635813.499,108081,26194,"False",100,"HpTR50L-specific-NN","Vehicles-specific-1"
2735,1661836606,"Vehicles","specific","specific",1,1,"HpTR50L","RF",98.7012987013,0.985,4622871,2260.02,4625131.02,108081,26194,"False",100,"HpTR50L-specific-RF","Vehicles-specific-1"
2736,1661852893,"Vehicles","specific","specific",1,1,"HpTR75L","NN",100,1,3524016,12956.128,3536972.128,89228,24382,"False",100,"HpTR75L-specific-NN","Vehicles-specific-1"
2737,1661852893,"Vehicles","specific","specific",1,1,"HpTR75L","RF",98.7012987013,0.985,3524016,2185.31,3526201.31,89228,24382,"False",100,"HpTR75L-specific-RF","Vehicles-specific-1"
2728,1661831939,"Vehicles","specific","specific",1,1,"HTR50L","NN",100,1,18039601,13261.974,18052862.974,847503,25292,"False",100,"HTR50L-specific-NN","Vehicles-specific-1"
2729,1661831939,"Vehicles","specific","specific",1,1,"HTR50L","RF",97.4025974026,0.97,18039601,2071.446,18041672.446,847503,25292,"False",100,"HTR50L-specific-RF","Vehicles-specific-1"
2730,1661849326,"Vehicles","specific","specific",1,1,"HTR75L","NN",100,1,12675445,13364.596,12688809.596,786252,23753,"False",100,"HTR75L-specific-NN","Vehicles-specific-1"
2731,1661849326,"Vehicles","specific","specific",1,1,"HTR75L","RF",100,1,12675445,2221.196,12677666.196,786252,23753,"False",100,"HTR75L-specific-RF","Vehicles-specific-1"
2738,-1,"Vehicles","specific","specific",1,1,"MARC","-",76.6233766234,0.7053571429,388210,388210,388210,0,0,"False",100,"MARC-specific--","Vehicles-specific-1"
2739,1661866331,"Vehicles","specific","specific",1,1,"MML","NN",98.7012982368,0.9870129228,13396640,29057.944,13425697.944,3300240,99499,"False",100,"MML-specific-NN","Vehicles-specific-1"
2740,1661866331,"Vehicles","specific","specific",1,1,"MML","RF",100,1,13396640,2247.428,13398887.428,3300240,99499,"False",100,"MML-specific-RF","Vehicles-specific-1"
