"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
120,1670965491.62821,"Animals","specific","specific",1,1,"DEEPEST","-",57.619047619,0.5301428349,4851774.372,4851774.372,4851774.372,0,0,"False",100,"DEEPEST-specific--","Animals-specific-1"
121,1660036948,"Animals","specific","specific",1,1,"Dodge","NN",57.1428596973,0.5641024709,672,8739.965,9411.965,0,0,"False",100,"Dodge-specific-NN","Animals-specific-1"
122,1660036948,"Animals","specific","specific",1,1,"Dodge","RF",76.1904761905,0.7533333333,672,1877.756,2549.756,0,0,"False",100,"Dodge-specific-RF","Animals-specific-1"
125,1660034700,"Animals","specific","specific",1,1,"HL","NN",76.1904776096,0.7619047165,114634,9195.726,123829.726,193719,4427,"False",100,"HL-specific-NN","Animals-specific-1"
126,1660034700,"Animals","specific","specific",1,1,"HL","RF",76.1904761905,0.6833333333,114634,1976.425,116610.425,193719,4427,"False",100,"HL-specific-RF","Animals-specific-1"
131,1660036792,"Animals","specific","specific",1,1,"HpL","NN",66.6666686535,0.6666666269,49288,8968.283,58256.283,18784,4351,"False",100,"HpL-specific-NN","Animals-specific-1"
132,1660036792,"Animals","specific","specific",1,1,"HpL","RF",76.1904761905,0.6833333333,49288,1959.49,51247.49,18784,4351,"False",100,"HpL-specific-RF","Animals-specific-1"
133,1661810043,"Animals","specific","specific",1,1,"HpTR50L","NN",80.9523820877,0.8095237613,70065,9028.018,79093.018,26328,5980,"False",100,"HpTR50L-specific-NN","Animals-specific-1"
134,1661810043,"Animals","specific","specific",1,1,"HpTR50L","RF",90.4761904762,0.89,70065,2314.204,72379.204,26328,5980,"False",100,"HpTR50L-specific-RF","Animals-specific-1"
135,1661810342,"Animals","specific","specific",1,1,"HpTR75L","NN",71.4285731316,0.7142856121,65086,8852.555,73938.555,23722,5582,"False",100,"HpTR75L-specific-NN","Animals-specific-1"
136,1661810342,"Animals","specific","specific",1,1,"HpTR75L","RF",80.9523809524,0.7933333333,65086,2045.161,67131.161,23722,5582,"False",100,"HpTR75L-specific-RF","Animals-specific-1"
127,1661809956,"Animals","specific","specific",1,1,"HTR50L","NN",90.4761910439,0.9047618508,245573,9052.691,254625.691,204180,5084,"False",100,"HTR50L-specific-NN","Animals-specific-1"
128,1661809956,"Animals","specific","specific",1,1,"HTR50L","RF",80.9523809524,0.8,245573,2466.665,248039.665,204180,5084,"False",100,"HTR50L-specific-RF","Animals-specific-1"
129,1661810261,"Animals","specific","specific",1,1,"HTR75L","NN",80.9523820877,0.8095237613,201198,8851.181,210049.181,199371,4843,"False",100,"HTR75L-specific-NN","Animals-specific-1"
130,1661810261,"Animals","specific","specific",1,1,"HTR75L","RF",80.9523809524,0.7833333333,201198,1867.866,203065.866,199371,4843,"False",100,"HTR75L-specific-RF","Animals-specific-1"
137,-1,"Animals","specific","specific",1,1,"MARC","-",80.9523809524,0.8124542125,37100,37100,37100,0,0,"False",100,"MARC-specific--","Animals-specific-1"
138,1661810455,"Animals","specific","specific",1,1,"MML","NN",90.4761910439,0.9047618508,97189,9127.611,106316.611,224373,6145,"False",100,"MML-specific-NN","Animals-specific-1"
139,1661810455,"Animals","specific","specific",1,1,"MML","RF",90.4761904762,0.9066666667,97189,1968.838,99157.838,224373,6145,"False",100,"MML-specific-RF","Animals-specific-1"
140,1661810499,"Animals","specific","specific",1,1,"MMpL","NN",80.9523820877,0.8095237613,27780,8671.877,36451.877,10575,969,"False",100,"MMpL-specific-NN","Animals-specific-1"
141,1661810499,"Animals","specific","specific",1,1,"MMpL","RF",80.9523809524,0.8066666667,27780,2043.63,29823.63,10575,969,"False",100,"MMpL-specific-RF","Animals-specific-1"
142,-1,"Animals","specific","specific",1,1,"Movelets","NN",76.1904776096,0.7619047165,32700,8798.842,41498.842,0,0,"False",100,"Movelets-specific-NN","Animals-specific-1"
143,-1,"Animals","specific","specific",1,1,"Movelets","RF",76.1904761905,0.6833333333,32700,1824.977,34524.977,0,0,"False",100,"Movelets-specific-RF","Animals-specific-1"
144,-1,"Animals","specific","lat_lon_1",1,1,"NPOI_1","-",85.7142857143,0.8502673797,12318.353,0,12318.353,0,0,"False",100,"NPOI_1-lat_lon_1--","Animals-specific-1"
145,-1,"Animals","specific","lat_lon_1_2_3",1,1,"NPOI_1_2_3","-",90.4761904762,0.9027777778,12318.353,0,12318.353,0,0,"False",100,"NPOI_1_2_3-lat_lon_1_2_3--","Animals-specific-1"
146,-1,"Animals","specific","lat_lon_2",1,1,"NPOI_2","-",66.6666666667,0.604899931,12318.353,0,12318.353,0,0,"False",100,"NPOI_2-lat_lon_2--","Animals-specific-1"
147,-1,"Animals","specific","lat_lon_3",1,1,"NPOI_3","-",38.0952380952,0.183908046,12318.353,0,12318.353,0,0,"False",100,"NPOI_3-lat_lon_3--","Animals-specific-1"
148,1660034570,"Animals","specific","specific",1,1,"RL","NN",90.4761910439,0.9047618508,53669,9030.368,62699.368,22475,3156,"False",100,"RL-specific-NN","Animals-specific-1"
149,1660034570,"Animals","specific","specific",1,1,"RL","RF",80.9523809524,0.8,53669,1910.798,55579.798,22475,3156,"False",100,"RL-specific-RF","Animals-specific-1"
150,1661810586,"Animals","specific","specific",1,1,"SML","NN",38.0952388048,0,72350,8577.522,80927.522,243,81,"False",100,"SML-specific-NN","Animals-specific-1"
151,1661810586,"Animals","specific","specific",1,1,"SML","RF",38.0952380952,0.1833333333,72350,1858.806,74208.806,243,81,"False",100,"SML-specific-RF","Animals-specific-1"
152,1661810669,"Animals","specific","specific",1,1,"SMLD2","NN",38.0952388048,0.0869565085,69649,8903.555,78552.555,162,81,"False",100,"SMLD2-specific-NN","Animals-specific-1"
153,1661810669,"Animals","specific","specific",1,1,"SMLD2","RF",38.0952380952,0.1833333333,69649,1777.799,71426.799,162,81,"False",100,"SMLD2-specific-RF","Animals-specific-1"
169,1669692119.03923,"Animals","specific","specific",1,1,"TRF","-",71.4285714286,0.65,3937009.344,3937009.344,3937009.344,0,0,"False",0,"TRF-specific--","Animals-specific-1"
170,1669720259.54667,"Animals","specific","specific",1,1,"TXGB","-",76.1904761905,0.6825396825,12439989.132,12439989.132,12439989.132,0,0,"False",0,"TXGB-specific--","Animals-specific-1"
171,1660034498,"Animals","specific","specific",1,1,"U","NN",90.4761910439,0.9047618508,42951,9141.481,52092.481,44518,10218,"False",100,"U-specific-NN","Animals-specific-1"
172,1660034498,"Animals","specific","specific",1,1,"U","RF",76.1904761905,0.7533333333,42951,2397.113,45348.113,44518,10218,"False",100,"U-specific-RF","Animals-specific-1"
173,1660036962,"Animals","specific","specific",1,1,"Xiao","NN",76.1904776096,0.7179486752,752,8602.808,9354.808,0,0,"False",100,"Xiao-specific-NN","Animals-specific-1"
174,1660036962,"Animals","specific","specific",1,1,"Xiao","RF",80.9523809524,0.81,752,1992.404,2744.404,0,0,"False",100,"Xiao-specific-RF","Animals-specific-1"
175,1660036976,"Animals","specific","specific",1,1,"Zheng","NN",85.7142865658,0.7027026415,551,8784.429,9335.429,0,0,"False",100,"Zheng-specific-NN","Animals-specific-1"
176,1660036976,"Animals","specific","specific",1,1,"Zheng","RF",80.9523809524,0.8133333333,551,1802.359,2353.359,0,0,"False",100,"Zheng-specific-RF","Animals-specific-1"
177,1670969917.62901,"Animals","specific","specific",2,1,"DEEPEST","-",59.5238095238,0.5538475467,4422531.537,4422531.537,4422531.537,0,0,"False",100,"DEEPEST-specific--","Animals_r4-specific-2"
232,1670974476.38929,"Animals","specific","specific",3,1,"DEEPEST","-",70.4761904762,0.6403786722,4555352.547,4555352.547,4555352.547,0,0,"False",100,"DEEPEST-specific--","Animals_r4-specific-3"
287,1670978660.53645,"Animals","specific","specific",4,1,"DEEPEST","-",62,0.5155374691,4179687.969,4179687.969,4179687.969,0,0,"False",100,"DEEPEST-specific--","Animals_r4-specific-4"
342,1670983470.02789,"Animals","specific","specific",5,1,"DEEPEST","-",67.3684210526,0.6302690882,4805995.759,4805995.759,4805995.759,0,0,"False",100,"DEEPEST-specific--","Animals_r4-specific-5"
178,1669638397,"Animals","specific","specific",2,1,"Dodge","NN",66.6666686535,0.5999999046,983,22316.682,23299.682,0,0,"False",100,"Dodge-specific-NN","Animals_r4-specific-2"
179,1669638397,"Animals","specific","specific",2,1,"Dodge","RF",76.1904761905,0.72,983,1817.656,2800.656,0,0,"False",100,"Dodge-specific-RF","Animals_r4-specific-2"
233,1669638425,"Animals","specific","specific",3,1,"Dodge","NN",66.6666686535,0.5945945382,661,21352.772,22013.772,0,0,"False",100,"Dodge-specific-NN","Animals_r4-specific-3"
234,1669638425,"Animals","specific","specific",3,1,"Dodge","RF",90.4761904762,0.8966666667,661,2056.953,2717.953,0,0,"False",100,"Dodge-specific-RF","Animals_r4-specific-3"
288,1669638452,"Animals","specific","specific",4,1,"Dodge","NN",69.9999988079,0.5624999404,676,28188.489,28864.489,0,0,"False",100,"Dodge-specific-NN","Animals_r4-specific-4"
289,1669638452,"Animals","specific","specific",4,1,"Dodge","RF",85,0.8466666667,676,1875.664,2551.664,0,0,"False",100,"Dodge-specific-RF","Animals_r4-specific-4"
343,1669638489,"Animals","specific","specific",5,1,"Dodge","NN",47.3684221506,0.5625,2314,31737.278,34051.278,0,0,"False",100,"Dodge-specific-NN","Animals_r4-specific-5"
344,1669638489,"Animals","specific","specific",5,1,"Dodge","RF",78.9473684211,0.7933333333,2314,1787.549,4101.549,0,0,"False",100,"Dodge-specific-RF","Animals_r4-specific-5"
180,1669628925,"Animals","specific","specific",2,1,"HL","NN",90.4761910439,0.9047618508,370918,9046.826,379964.826,223866,5661,"False",100,"HL-specific-NN","Animals_r4-specific-2"
181,1669628925,"Animals","specific","specific",2,1,"HL","RF",85.7142857143,0.8566666667,370918,2036.518,372954.518,223866,5661,"False",100,"HL-specific-RF","Animals_r4-specific-2"
235,1669629339,"Animals","specific","specific",3,1,"HL","NN",80.9523820877,0.8095237613,396851,15233.544,412084.544,222663,5825,"False",100,"HL-specific-NN","Animals_r4-specific-3"
236,1669629339,"Animals","specific","specific",3,1,"HL","RF",90.4761904762,0.9033333333,396851,1973.74,398824.74,222663,5825,"False",100,"HL-specific-RF","Animals_r4-specific-3"
290,1669629779,"Animals","specific","specific",4,1,"HL","NN",85.0000023842,0.8499999642,414736,9245.5,423981.5,227361,6096,"False",100,"HL-specific-NN","Animals_r4-specific-4"
291,1669629779,"Animals","specific","specific",4,1,"HL","RF",90,0.8866666667,414736,1869.314,416605.314,227361,6096,"False",100,"HL-specific-RF","Animals_r4-specific-4"
345,1669630221,"Animals","specific","specific",5,1,"HL","NN",94.7368443012,0.9473683834,418405,9729.613,428134.613,232395,5954,"False",100,"HL-specific-NN","Animals_r4-specific-5"
346,1669630221,"Animals","specific","specific",5,1,"HL","RF",84.2105263158,0.8466666667,418405,1778.658,420183.658,232395,5954,"False",100,"HL-specific-RF","Animals_r4-specific-5"
186,1669630357,"Animals","specific","specific",2,1,"HpL","NN",90.4761910439,0.9047618508,118547,10124.275,128671.275,45875,8635,"False",100,"HpL-specific-NN","Animals_r4-specific-2"
187,1669630357,"Animals","specific","specific",2,1,"HpL","RF",85.7142857143,0.8566666667,118547,5380.831,123927.831,45875,8635,"False",100,"HpL-specific-RF","Animals_r4-specific-2"
241,1669630508,"Animals","specific","specific",3,1,"HpL","NN",85.7142865658,0.8571428061,124220,14419.126,138639.126,46795,9054,"False",100,"HpL-specific-NN","Animals_r4-specific-3"
242,1669630508,"Animals","specific","specific",3,1,"HpL","RF",90.4761904762,0.9033333333,124220,1843.26,126063.26,46795,9054,"False",100,"HpL-specific-RF","Animals_r4-specific-3"
296,1669630657,"Animals","specific","specific",4,1,"HpL","NN",85.0000023842,0.8499999642,124608,9172.096,133780.096,45320,8739,"False",100,"HpL-specific-NN","Animals_r4-specific-4"
297,1669630657,"Animals","specific","specific",4,1,"HpL","RF",90,0.8866666667,124608,1899.108,126507.108,45320,8739,"False",100,"HpL-specific-RF","Animals_r4-specific-4"
351,1669630808,"Animals","specific","specific",5,1,"HpL","NN",89.473682642,0.8947367668,132087,9488.41,141575.41,49109,9572,"False",100,"HpL-specific-NN","Animals_r4-specific-5"
352,1669630808,"Animals","specific","specific",5,1,"HpL","RF",89.4736842105,0.89,132087,1918.996,134005.996,49109,9572,"False",100,"HpL-specific-RF","Animals_r4-specific-5"
188,1669632893,"Animals","specific","specific",2,1,"HpTR50L","NN",90.4761910439,0.9047618508,106684,10792.554,117476.554,45891,8641,"False",100,"HpTR50L-specific-NN","Animals_r4-specific-2"
189,1669632893,"Animals","specific","specific",2,1,"HpTR50L","RF",85.7142857143,0.8566666667,106684,2005.175,108689.175,45891,8641,"False",100,"HpTR50L-specific-RF","Animals_r4-specific-2"
243,1669633025,"Animals","specific","specific",3,1,"HpTR50L","NN",85.7142865658,0.8571428061,111869,9078.809,120947.809,46809,9057,"False",100,"HpTR50L-specific-NN","Animals_r4-specific-3"
244,1669633025,"Animals","specific","specific",3,1,"HpTR50L","RF",90.4761904762,0.9033333333,111869,1952.603,113821.603,46809,9057,"False",100,"HpTR50L-specific-RF","Animals_r4-specific-3"
298,1669633162,"Animals","specific","specific",4,1,"HpTR50L","NN",85.0000023842,0.8499999642,117740,11882.362,129622.362,45333,8738,"False",100,"HpTR50L-specific-NN","Animals_r4-specific-4"
299,1669633162,"Animals","specific","specific",4,1,"HpTR50L","RF",85,0.8266666667,117740,1855.119,119595.119,45333,8738,"False",100,"HpTR50L-specific-RF","Animals_r4-specific-4"
353,1669633301,"Animals","specific","specific",5,1,"HpTR50L","NN",84.2105269432,0.8421052694,118134,9111.269,127245.269,49115,9574,"False",100,"HpTR50L-specific-NN","Animals_r4-specific-5"
354,1669633301,"Animals","specific","specific",5,1,"HpTR50L","RF",84.2105263158,0.8466666667,118134,2080.926,120214.926,49115,9574,"False",100,"HpTR50L-specific-RF","Animals_r4-specific-5"
190,1669635120,"Animals","specific","specific",2,1,"HpTR75L","NN",90.4761910439,0.9047618508,110655,9172.833,119827.833,45882,8640,"False",100,"HpTR75L-specific-NN","Animals_r4-specific-2"
191,1669635120,"Animals","specific","specific",2,1,"HpTR75L","RF",85.7142857143,0.8566666667,110655,1971.156,112626.156,45882,8640,"False",100,"HpTR75L-specific-RF","Animals_r4-specific-2"
245,1669635253,"Animals","specific","specific",3,1,"HpTR75L","NN",85.7142865658,0.8571428061,114320,9164.603,123484.603,46804,9056,"False",100,"HpTR75L-specific-NN","Animals_r4-specific-3"
246,1669635253,"Animals","specific","specific",3,1,"HpTR75L","RF",95.2380952381,0.9466666667,114320,2155.066,116475.066,46804,9056,"False",100,"HpTR75L-specific-RF","Animals_r4-specific-3"
300,1669635400,"Animals","specific","specific",4,1,"HpTR75L","NN",89.9999976158,0.8999999166,128090,9424.004,137514.004,45327,8737,"False",100,"HpTR75L-specific-NN","Animals_r4-specific-4"
301,1669635400,"Animals","specific","specific",4,1,"HpTR75L","RF",90,0.8866666667,128090,1896.776,129986.776,45327,8737,"False",100,"HpTR75L-specific-RF","Animals_r4-specific-4"
355,1669635545,"Animals","specific","specific",5,1,"HpTR75L","NN",94.7368443012,0.9473683834,124984,9189.058,134173.058,49115,9574,"False",100,"HpTR75L-specific-NN","Animals_r4-specific-5"
356,1669635545,"Animals","specific","specific",5,1,"HpTR75L","RF",84.2105263158,0.8466666667,124984,1892.65,126876.65,49115,9574,"False",100,"HpTR75L-specific-RF","Animals_r4-specific-5"
182,1669631322,"Animals","specific","specific",2,1,"HTR50L","NN",90.4761910439,0.9047618508,494818,18285.249,513103.249,223866,5661,"False",100,"HTR50L-specific-NN","Animals_r4-specific-2"
183,1669631322,"Animals","specific","specific",2,1,"HTR50L","RF",85.7142857143,0.8566666667,494818,2313.405,497131.405,223866,5661,"False",100,"HTR50L-specific-RF","Animals_r4-specific-2"
237,1669631905,"Animals","specific","specific",3,1,"HTR50L","NN",85.7142865658,0.8571428061,548236,9085.402,557321.402,222663,5825,"False",100,"HTR50L-specific-NN","Animals_r4-specific-3"
238,1669631905,"Animals","specific","specific",3,1,"HTR50L","RF",90.4761904762,0.9033333333,548236,2327.479,550563.479,222663,5825,"False",100,"HTR50L-specific-RF","Animals_r4-specific-3"
292,1669632337,"Animals","specific","specific",4,1,"HTR50L","NN",85.0000023842,0.8499999642,414813,9099.374,423912.374,227361,6096,"False",100,"HTR50L-specific-NN","Animals_r4-specific-4"
293,1669632337,"Animals","specific","specific",4,1,"HTR50L","RF",90,0.8866666667,414813,2083.476,416896.476,227361,6096,"False",100,"HTR50L-specific-RF","Animals_r4-specific-4"
347,1669632769,"Animals","specific","specific",5,1,"HTR50L","NN",94.7368443012,0.9473683834,413763,9038.591,422801.591,232395,5954,"False",100,"HTR50L-specific-NN","Animals_r4-specific-5"
348,1669632769,"Animals","specific","specific",5,1,"HTR50L","RF",84.2105263158,0.8466666667,413763,2095.76,415858.76,232395,5954,"False",100,"HTR50L-specific-RF","Animals_r4-specific-5"
184,1669633689,"Animals","specific","specific",2,1,"HTR75L","NN",90.4761910439,0.9047618508,368850,9152.253,378002.253,223866,5661,"False",100,"HTR75L-specific-NN","Animals_r4-specific-2"
185,1669633689,"Animals","specific","specific",2,1,"HTR75L","RF",85.7142857143,0.8566666667,368850,1924.948,370774.948,223866,5661,"False",100,"HTR75L-specific-RF","Animals_r4-specific-2"
239,1669634123,"Animals","specific","specific",3,1,"HTR75L","NN",85.7142865658,0.8571428061,416496,20548.07,437044.07,222663,5825,"False",100,"HTR75L-specific-NN","Animals_r4-specific-3"
240,1669634123,"Animals","specific","specific",3,1,"HTR75L","RF",90.4761904762,0.9033333333,416496,1913.862,418409.862,222663,5825,"False",100,"HTR75L-specific-RF","Animals_r4-specific-3"
294,1669634570,"Animals","specific","specific",4,1,"HTR75L","NN",85.0000023842,0.8499999642,418842,8939.958,427781.958,227361,6096,"False",100,"HTR75L-specific-NN","Animals_r4-specific-4"
295,1669634570,"Animals","specific","specific",4,1,"HTR75L","RF",90,0.8866666667,418842,2077.68,420919.68,227361,6096,"False",100,"HTR75L-specific-RF","Animals_r4-specific-4"
349,1669634992,"Animals","specific","specific",5,1,"HTR75L","NN",94.7368443012,0.9473683834,403876,8964.945,412840.945,232395,5954,"False",100,"HTR75L-specific-NN","Animals_r4-specific-5"
350,1669634992,"Animals","specific","specific",5,1,"HTR75L","RF",84.2105263158,0.8466666667,403876,1856.723,405732.723,232395,5954,"False",100,"HTR75L-specific-RF","Animals_r4-specific-5"
192,-1,"Animals","specific","specific",2,1,"MARC","-",71.4285714286,0.6740740741,85502,85502,85502,0,0,"False",100,"MARC-specific--","Animals_r4-specific-2"
247,-1,"Animals","specific","specific",3,1,"MARC","-",80.9523809524,0.785620915,55574,55574,55574,0,0,"False",100,"MARC-specific--","Animals_r4-specific-3"
302,-1,"Animals","specific","specific",4,1,"MARC","-",85,0.825,47738,47738,47738,0,0,"False",100,"MARC-specific--","Animals_r4-specific-4"
357,-1,"Animals","specific","specific",5,1,"MARC","-",78.9473684211,0.7975357975,53689,53689,53689,0,0,"False",100,"MARC-specific--","Animals_r4-specific-5"
193,1669635647,"Animals","specific","specific",2,1,"MML","NN",90.4761910439,0.9047618508,83486,8920.64,92406.64,225981,6211,"False",100,"MML-specific-NN","Animals_r4-specific-2"
194,1669635647,"Animals","specific","specific",2,1,"MML","RF",85.7142857143,0.8566666667,83486,1943.852,85429.852,225981,6211,"False",100,"MML-specific-RF","Animals_r4-specific-2"
248,1669635754,"Animals","specific","specific",3,1,"MML","NN",85.7142865658,0.8571428061,89893,9168.339,99061.339,237936,6676,"False",100,"MML-specific-NN","Animals_r4-specific-3"
249,1669635754,"Animals","specific","specific",3,1,"MML","RF",90.4761904762,0.9033333333,89893,1865.598,91758.598,237936,6676,"False",100,"MML-specific-RF","Animals_r4-specific-3"
303,1669635859,"Animals","specific","specific",4,1,"MML","NN",85.0000023842,0.8499999642,87243,9096.021,96339.021,234903,6790,"False",100,"MML-specific-NN","Animals_r4-specific-4"
304,1669635859,"Animals","specific","specific",4,1,"MML","RF",90,0.8933333333,87243,1859.078,89102.078,234903,6790,"False",100,"MML-specific-RF","Animals_r4-specific-4"
358,1669635970,"Animals","specific","specific",5,1,"MML","NN",84.2105269432,0.8421052694,92959,23572.485,116531.485,241287,6794,"False",100,"MML-specific-NN","Animals_r4-specific-5"
359,1669635970,"Animals","specific","specific",5,1,"MML","RF",89.4736842105,0.8966666667,92959,1882.091,94841.091,241287,6794,"False",100,"MML-specific-RF","Animals_r4-specific-5"
195,1669636028,"Animals","specific","specific",2,1,"MMpL","NN",90.4761910439,0.9047618508,26458,18236.073,44694.073,10626,950,"False",100,"MMpL-specific-NN","Animals_r4-specific-2"
196,1669636028,"Animals","specific","specific",2,1,"MMpL","RF",85.7142857143,0.8566666667,26458,1684.503,28142.503,10626,950,"False",100,"MMpL-specific-RF","Animals_r4-specific-2"
250,1669636082,"Animals","specific","specific",3,1,"MMpL","NN",85.7142865658,0.8571428061,29563,23171.557,52734.557,11145,1017,"False",100,"MMpL-specific-NN","Animals_r4-specific-3"
251,1669636082,"Animals","specific","specific",3,1,"MMpL","RF",90.4761904762,0.9066666667,29563,1918.519,31481.519,11145,1017,"False",100,"MMpL-specific-RF","Animals_r4-specific-3"
305,1669636140,"Animals","specific","specific",4,1,"MMpL","NN",85.0000023842,0.8499999642,28108,22253.852,50361.852,11169,985,"False",100,"MMpL-specific-NN","Animals_r4-specific-4"
306,1669636140,"Animals","specific","specific",4,1,"MMpL","RF",80,0.75,28108,1668.986,29776.986,11169,985,"False",100,"MMpL-specific-RF","Animals_r4-specific-4"
360,1669636197,"Animals","specific","specific",5,1,"MMpL","NN",89.473682642,0.8648648262,28925,22033.603,50958.603,11091,1024,"False",100,"MMpL-specific-NN","Animals_r4-specific-5"
361,1669636197,"Animals","specific","specific",5,1,"MMpL","RF",89.4736842105,0.8966666667,28925,1897.485,30822.485,11091,1024,"False",100,"MMpL-specific-RF","Animals_r4-specific-5"
197,-1,"Animals","specific","specific",2,1,"Movelets","NN",85.7142865658,0.8571428061,32037,23299.805,55336.805,0,0,"False",100,"Movelets-specific-NN","Animals_r4-specific-2"
198,-1,"Animals","specific","specific",2,1,"Movelets","RF",80.9523809524,0.8066666667,32037,1761.695,33798.695,0,0,"False",100,"Movelets-specific-RF","Animals_r4-specific-2"
252,-1,"Animals","specific","specific",3,1,"Movelets","NN",71.4285731316,0.7142856121,34010,22092.864,56102.864,0,0,"False",100,"Movelets-specific-NN","Animals_r4-specific-3"
253,-1,"Animals","specific","specific",3,1,"Movelets","RF",76.1904761905,0.7433333333,34010,1902.87,35912.87,0,0,"False",100,"Movelets-specific-RF","Animals_r4-specific-3"
307,-1,"Animals","specific","specific",4,1,"Movelets","NN",80.0000011921,0.8000000119,33861,22036.927,55897.927,0,0,"False",100,"Movelets-specific-NN","Animals_r4-specific-4"
308,-1,"Animals","specific","specific",4,1,"Movelets","RF",80,0.7933333333,33861,1860.072,35721.072,0,0,"False",100,"Movelets-specific-RF","Animals_r4-specific-4"
362,-1,"Animals","specific","specific",5,1,"Movelets","NN",78.9473712444,0.7894736528,35063,23318.016,58381.016,0,0,"False",100,"Movelets-specific-NN","Animals_r4-specific-5"
363,-1,"Animals","specific","specific",5,1,"Movelets","RF",89.4736842105,0.8966666667,35063,1812.067,36875.067,0,0,"False",100,"Movelets-specific-RF","Animals_r4-specific-5"
199,-1,"Animals","specific","lat_lon_1",2,1,"NPOI_1","-",85.7142857143,0.8551587302,12133.466,0,12133.466,0,0,"False",100,"NPOI_1-lat_lon_1--","Animals_r4-specific-2"
254,-1,"Animals","specific","lat_lon_1",3,1,"NPOI_1","-",95.2380952381,0.9555555556,13172.148,0,13172.148,0,0,"False",100,"NPOI_1-lat_lon_1--","Animals_r4-specific-3"
309,-1,"Animals","specific","lat_lon_1",4,1,"NPOI_1","-",85,0.8392496392,12457.759,0,12457.759,0,0,"False",100,"NPOI_1-lat_lon_1--","Animals_r4-specific-4"
364,-1,"Animals","specific","lat_lon_1",5,1,"NPOI_1","-",78.9473684211,0.7833333333,13170.601,0,13170.601,0,0,"False",100,"NPOI_1-lat_lon_1--","Animals_r4-specific-5"
200,-1,"Animals","specific","lat_lon_1_2_3",2,1,"NPOI_1_2_3","-",76.1904761905,0.7555555556,12133.466,0,12133.466,0,0,"False",100,"NPOI_1_2_3-lat_lon_1_2_3--","Animals_r4-specific-2"
255,-1,"Animals","specific","lat_lon_1_2_3",3,1,"NPOI_1_2_3","-",90.4761904762,0.9045177045,13172.148,0,13172.148,0,0,"False",100,"NPOI_1_2_3-lat_lon_1_2_3--","Animals_r4-specific-3"
310,-1,"Animals","specific","lat_lon_1_2_3",4,1,"NPOI_1_2_3","-",85,0.8392496392,12457.759,0,12457.759,0,0,"False",100,"NPOI_1_2_3-lat_lon_1_2_3--","Animals_r4-specific-4"
365,-1,"Animals","specific","lat_lon_1_2_3",5,1,"NPOI_1_2_3","-",68.4210526316,0.6818181818,13170.601,0,13170.601,0,0,"False",100,"NPOI_1_2_3-lat_lon_1_2_3--","Animals_r4-specific-5"
201,-1,"Animals","specific","lat_lon_2",2,1,"NPOI_2","-",47.619047619,0.3466666667,12133.466,0,12133.466,0,0,"False",100,"NPOI_2-lat_lon_2--","Animals_r4-specific-2"
256,-1,"Animals","specific","lat_lon_2",3,1,"NPOI_2","-",66.6666666667,0.604899931,13172.148,0,13172.148,0,0,"False",100,"NPOI_2-lat_lon_2--","Animals_r4-specific-3"
311,-1,"Animals","specific","lat_lon_2",4,1,"NPOI_2","-",55,0.4646464646,12457.759,0,12457.759,0,0,"False",100,"NPOI_2-lat_lon_2--","Animals_r4-specific-4"
366,-1,"Animals","specific","lat_lon_2",5,1,"NPOI_2","-",52.6315789474,0.4251207729,13170.601,0,13170.601,0,0,"False",100,"NPOI_2-lat_lon_2--","Animals_r4-specific-5"
202,-1,"Animals","specific","lat_lon_3",2,1,"NPOI_3","-",38.0952380952,0.183908046,12133.466,0,12133.466,0,0,"False",100,"NPOI_3-lat_lon_3--","Animals_r4-specific-2"
257,-1,"Animals","specific","lat_lon_3",3,1,"NPOI_3","-",38.0952380952,0.183908046,13172.148,0,13172.148,0,0,"False",100,"NPOI_3-lat_lon_3--","Animals_r4-specific-3"
312,-1,"Animals","specific","lat_lon_3",4,1,"NPOI_3","-",35,0.1728395062,12457.759,0,12457.759,0,0,"False",100,"NPOI_3-lat_lon_3--","Animals_r4-specific-4"
367,-1,"Animals","specific","lat_lon_3",5,1,"NPOI_3","-",36.8421052632,0.1794871795,13170.601,0,13170.601,0,0,"False",100,"NPOI_3-lat_lon_3--","Animals_r4-specific-5"
203,1669628346,"Animals","specific","specific",2,1,"RL","NN",90.4761910439,0.9047618508,39391,8994.069,48385.069,22635,3124,"False",100,"RL-specific-NN","Animals_r4-specific-2"
204,1669628346,"Animals","specific","specific",2,1,"RL","RF",80.9523809524,0.8033333333,39391,1800.568,41191.568,22635,3124,"False",100,"RL-specific-RF","Animals_r4-specific-2"
258,1669628404,"Animals","specific","specific",3,1,"RL","NN",85.7142865658,0.8571428061,41966,10449.301,52415.301,23831,3245,"False",100,"RL-specific-NN","Animals_r4-specific-3"
259,1669628404,"Animals","specific","specific",3,1,"RL","RF",90.4761904762,0.9033333333,41966,1984.972,43950.972,23831,3245,"False",100,"RL-specific-RF","Animals_r4-specific-3"
313,1669628472,"Animals","specific","specific",4,1,"RL","NN",85.0000023842,0.8499999642,43421,9128.109,52549.109,23528,3228,"False",100,"RL-specific-NN","Animals_r4-specific-4"
